"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Apr 14 01:23:31 UTC 2026","Tue Apr 14 01:23:31 UTC 2026","571","tests.delivery","test_get_kgpost_offices","","","","test_get_kgpost_offices_success[208110-partner]",""
"passed","Tue Apr 14 00:59:41 UTC 2026","Tue Apr 14 00:59:42 UTC 2026","765","tests.account","test_update_utc_offset","","","","test_update_utc_offset_valid_values[-00-expected3-partner]",""
"failed","Tue Apr 14 01:26:11 UTC 2026","Tue Apr 14 01:26:12 UTC 2026","570","tests.auth","test_05_logout","","","","test_logout_success[client]","Тест разлогинивания с валидным токеном (клиент, партнёр, админ)"
"passed","Tue Apr 14 01:19:13 UTC 2026","Tue Apr 14 01:19:13 UTC 2026","794","tests.admin_panel","test_03_support_delete_user","","","","test_not_found_returns_404","
    Корректный id, но пользователя нет — 404.
    "
"passed","Tue Apr 14 01:25:40 UTC 2026","Tue Apr 14 01:25:40 UTC 2026","599","tests.account","test_history_group_volumes_admin","","","","test_group_volumes_history_admin_missing_required_fields_validation[admin]",""
"passed","Tue Apr 14 01:05:13 UTC 2026","Tue Apr 14 01:05:16 UTC 2026","3224","tests.cart","test_20_cart_recommended_products","","","","test_cart_recommended_products_with_item_success[client]",""
"broken","Tue Apr 14 01:16:15 UTC 2026","Tue Apr 14 01:16:15 UTC 2026","0","tests.one_c","test_stock_delivery_methods","","","","test_1c_stock_delivery_methods_replaces_previous_whitelist",""
"passed","Tue Apr 14 01:15:55 UTC 2026","Tue Apr 14 01:15:55 UTC 2026","791","tests.admin_panel.slides","test_0_slides_sort","","","","test_slides_sort_invalid_id[None]","Негативный тест: невалидный path parameter."
"skipped","Tue Apr 14 00:58:19 UTC 2026","Tue Apr 14 00:58:19 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter2-sort1-search2-pagination1-partner]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Tue Apr 14 01:26:23 UTC 2026","Tue Apr 14 01:26:23 UTC 2026","554","tests.one_c","test_create_1c_stock","","","","test_create_1c_stock_forbidden_without_secret_key",""
"passed","Tue Apr 14 01:27:08 UTC 2026","Tue Apr 14 01:27:09 UTC 2026","571","tests.catalog","test_get_currencies","","","","test_get_currencies_success[admin]","
    Позитивный тест: успешное получение списка валют
    "
"passed","Tue Apr 14 01:11:20 UTC 2026","Tue Apr 14 01:11:20 UTC 2026","782","tests.admin_panel","test_04_generate_support_token","","","","test_invalid_user_id_for_token_returns_client_error[-1]",""
"skipped","Tue Apr 14 00:58:19 UTC 2026","Tue Apr 14 00:58:19 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter0-sort0-search1-pagination1-client]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Tue Apr 14 00:59:43 UTC 2026","Tue Apr 14 00:59:43 UTC 2026","557","tests.account","test_update_utc_offset","","","","test_update_utc_offset_unauthorized",""
"skipped","Tue Apr 14 01:28:36 UTC 2026","Tue Apr 14 01:28:36 UTC 2026","0","tests.PROJECT_EDUCATION.orders","test_get_order_by_id","","","","test_get_order_by_id__unauthorized__401_403",""
"broken","Tue Apr 14 01:14:47 UTC 2026","Tue Apr 14 01:14:47 UTC 2026","0","tests.admin_panel.products","test_product_files_update","","","","test_update_null_values_behavior",""
"passed","Tue Apr 14 01:26:16 UTC 2026","Tue Apr 14 01:26:17 UTC 2026","587","tests.cart","test_15_cart_update_country","","","","test_update_country_unauthorized","Негатив: вызов без авторизации/корзины"
"skipped","Tue Apr 14 01:25:37 UTC 2026","Tue Apr 14 01:25:37 UTC 2026","0","tests.stock","test_update_stock","","","","test_update_stock_success",""
"passed","Tue Apr 14 00:53:55 UTC 2026","Tue Apr 14 00:53:57 UTC 2026","2035","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[client-attachments1-ReceivingProductsShortage]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Tue Apr 14 01:11:17 UTC 2026","Tue Apr 14 01:11:18 UTC 2026","791","tests.admin_panel","test_04_generate_support_token","","","","test_invalid_user_id_for_token_returns_client_error[]",""
"skipped","Tue Apr 14 01:04:20 UTC 2026","Tue Apr 14 01:04:20 UTC 2026","0","tests.account","test_0_marathon","","","","test_create_product_brand_invalid_payload[params5-400-client]",""
"broken","Tue Apr 14 01:04:20 UTC 2026","Tue Apr 14 01:04:20 UTC 2026","0","tests.admin_panel.slides","test_59_update_slide","","","","test_update_slide_invalid_id[0]","Негативный тест: несуществующий или некорректный ID"
"passed","Tue Apr 14 01:27:03 UTC 2026","Tue Apr 14 01:27:04 UTC 2026","251","tests.auth","test_06_full_logout","","","","test_full_logout_success[admin]",""
"passed","Tue Apr 14 00:56:08 UTC 2026","Tue Apr 14 00:56:10 UTC 2026","1910","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[partner-attachments2-ReceivingDefectiveProductsOrShortage]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"broken","Tue Apr 14 01:04:20 UTC 2026","Tue Apr 14 01:04:20 UTC 2026","0","tests.admin_panel.slides","test_59_update_slide","","","","test_update_slide_invalid_payload[payload14-expected_code14]","
    Негативный тест: обновление слайда с невалидным или неполным телом запроса
    "
"passed","Tue Apr 14 01:15:28 UTC 2026","Tue Apr 14 01:15:29 UTC 2026","772","tests.admin_panel","test_partner_accrual_details_common","","","","test_common_accrual_details_invalid_payload[payload2-expected_codes2]","
    Негатив: валидация тела запроса общей детализации.
    "
"passed","Tue Apr 14 01:21:06 UTC 2026","Tue Apr 14 01:21:06 UTC 2026","557","tests.PROJECT_FUND.initiatives","test_get_report_by_id","","","","test_get_report_by_invalid_id[-https://dev.ewahelps.com/api]","Негативный тест: невалидный или несуществующий path-параметр"
"passed","Tue Apr 14 01:08:40 UTC 2026","Tue Apr 14 01:08:41 UTC 2026","763","tests.admin_panel.items","test_create_item_translation","","","","test_create_item_translation_invalid_payload[payload5-code5]","Негативный тест: создание перевода с невалидным payload."
"passed","Tue Apr 14 01:01:16 UTC 2026","Tue Apr 14 01:01:18 UTC 2026","2121","tests.cart","test_01_user_locale","","","","test_update_user_locale_invalid_language_enum[client-English]",""
"passed","Tue Apr 14 01:15:00 UTC 2026","Tue Apr 14 01:15:01 UTC 2026","811","tests.reviews","test_reviews_list_post","","","","test_reviews_list_invalid_enums_return_client_error[bad_payload2]",""
"skipped","Tue Apr 14 01:23:28 UTC 2026","Tue Apr 14 01:23:29 UTC 2026","551","tests.delivery","test_get_kazpost_offices","","","","test_get_kazpost_offices_invalid_city_id_should_fail[-1-admin]","Негатив: невалидные значения city_id → 400/422."
"skipped","Tue Apr 14 00:51:28 UTC 2026","Tue Apr 14 00:51:29 UTC 2026","867","tests.one_c","test_cart_calculate_full_coverage","","","","test_packaging_invalid_numbers[price-0]",""
"passed","Tue Apr 14 01:26:01 UTC 2026","Tue Apr 14 01:26:01 UTC 2026","566","tests.admin_panel.sliders","test_51_get_sliders","","","","test_get_sliders_unauthorized","Негативный тест: получение списка слайдеров без авторизации"
"passed","Tue Apr 14 01:28:38 UTC 2026","Tue Apr 14 01:28:38 UTC 2026","578","tests.catalog","test_products_v2_categories","","","","test_get_products_v2_categories_unauthorized",""
"passed","Tue Apr 14 01:07:59 UTC 2026","Tue Apr 14 01:08:00 UTC 2026","555","tests.delivery","test_get_cities_v2","","","","test_get_cities_v2_invalid_country_id_should_fail[0-admin]","
    Негатив: невалидные значения country_id → 400/422
    "
"skipped","Tue Apr 14 01:04:58 UTC 2026","Tue Apr 14 01:04:58 UTC 2026","0","tests.PROJECT_EDUCATION.orders","test_post_orders","","","","test_post_orders_invalid_payload__400_422[payload13]","Негатив: невалидный body"
"broken","Tue Apr 14 01:08:11 UTC 2026","Tue Apr 14 01:08:11 UTC 2026","0","tests.admin_panel.slides","test_57_create_slide","","","","test_create_slide_title_color_validation[ -400]","Валидация поля title_color при создании слайда"
"passed","Tue Apr 14 01:10:54 UTC 2026","Tue Apr 14 01:10:54 UTC 2026","589","tests.orders","test_create_order_by_delivery_address","","","","test_create_order_invalid_data[invalid_payload2-expected_status2-partner]",""
"broken","Tue Apr 14 01:27:23 UTC 2026","Tue Apr 14 01:27:23 UTC 2026","0","tests.one_c","test_get_1с_stock","","","","test_get_1c_stock_forbidden_without_secret_key",""
"broken","Tue Apr 14 01:08:12 UTC 2026","Tue Apr 14 01:08:12 UTC 2026","0","tests.catalog","test_create_admin_product_translation","","","","test_create_admin_product_translation_success[de]","Создание и обновление перевода продукта на разных языках."
"passed","Tue Apr 14 01:08:25 UTC 2026","Tue Apr 14 01:08:26 UTC 2026","583","tests.delivery","test_self_pickup_offices","","","","test_self_pickup_offices_invalid_params[partner-params1]","
    Негатив: невалидные параметры  = 400
    "
"skipped","Tue Apr 14 00:58:32 UTC 2026","Tue Apr 14 00:58:33 UTC 2026","786","tests.stock","test_create_stock","","","","test_create_stock_duplicate_id_1c_fails",""
"passed","Tue Apr 14 01:27:00 UTC 2026","Tue Apr 14 01:27:01 UTC 2026","549","tests.admin_panel.periods","test_get_periods_list","","","","test_get_periods_list__unauthorized",""
"passed","Tue Apr 14 01:27:22 UTC 2026","Tue Apr 14 01:27:23 UTC 2026","585","tests.delivery","test_get_five_post_warehouses","","","","test_get_five_post_warehouses_unauthorized","Негатив: запрос без авторизации."
"skipped","Tue Apr 14 01:04:58 UTC 2026","Tue Apr 14 01:04:58 UTC 2026","0","tests.PROJECT_EDUCATION.orders","test_post_orders","","","","test_post_orders_invalid_payload__400_422[payload6]","Негатив: невалидный body"
"skipped","Tue Apr 14 01:27:53 UTC 2026","Tue Apr 14 01:27:53 UTC 2026","0","tests.account","test_delete_avatar","","","","test_delete_avatar_positive[partner]","Позитивные тесты на удаление аватара"
"passed","Tue Apr 14 00:52:04 UTC 2026","Tue Apr 14 00:52:05 UTC 2026","865","tests.one_c","test_cart_calculate_full_coverage","","","","test_payment_missing_fields[total]",""
"failed","Tue Apr 14 01:27:55 UTC 2026","Tue Apr 14 01:27:56 UTC 2026","583","tests.cart","test_05_cart_clear","","","","test_clear_cart_success[partner]","Позитив: успешная очистка корзины"
"passed","Tue Apr 14 01:04:31 UTC 2026","Tue Apr 14 01:04:32 UTC 2026","963","tests.catalog","test_create_admin_product","","","","test_create_product_invalid_payload[payload9-422]",""
"passed","Tue Apr 14 01:09:36 UTC 2026","Tue Apr 14 01:09:36 UTC 2026","800","tests.admin_panel.promo","test_72_create_promotion","","","","test_create_promotion_invalid_data[payload5-400]","Негативные тесты: невалидные данные"
"skipped","Tue Apr 14 00:58:19 UTC 2026","Tue Apr 14 00:58:19 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter0-sort0-search0-pagination0-admin]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Tue Apr 14 01:19:54 UTC 2026","Tue Apr 14 01:19:54 UTC 2026","773","tests.admin_panel.promo","test_76_get_promotion_items","","","","test_get_promotion_item_invalid_id[0-0]","Негативный тест: получение элемента с невалидным ID"
"passed","Tue Apr 14 01:16:04 UTC 2026","Tue Apr 14 01:16:04 UTC 2026","545","tests.auth","test_02_login","","","","test_client_login[client-empty_password-401]",""
"passed","Tue Apr 14 01:08:12 UTC 2026","Tue Apr 14 01:08:13 UTC 2026","792","tests.catalog","test_create_admin_product_translation","","","","test_create_admin_product_translation_invalid_payload[payload0-400]","Негативные проверки на создание перевода с некорректным payload."
"skipped","Tue Apr 14 00:51:49 UTC 2026","Tue Apr 14 00:51:50 UTC 2026","907","tests.one_c","test_cart_calculate_full_coverage","","","","test_payment_invalid_numbers[discount_total--1]",""
"broken","Tue Apr 14 01:05:02 UTC 2026","Tue Apr 14 01:05:02 UTC 2026","0","tests.admin_panel.promo","test_74_update_promotion","","","","test_update_promotion_invalid_payload[payload12-422]","Негативный тест: обновление акции с невалидным или неполным телом запроса"
"broken","Tue Apr 14 01:17:44 UTC 2026","Tue Apr 14 01:17:44 UTC 2026","0","tests.admin_panel.sliders","test_53_get_sliders_by_id","","","","test_get_sliders_by_id_success","Позитивный тест: успешное получение слайдера по ID админом"
"skipped","Tue Apr 14 00:52:51 UTC 2026","Tue Apr 14 00:52:51 UTC 2026","555","tests.one_c","test_cart_calculate_full_coverage","","","","test_random_cart[10]",""
"passed","Tue Apr 14 01:03:14 UTC 2026","Tue Apr 14 01:03:18 UTC 2026","3745","tests.cart","test_12_cart_estimate_delivery","","","","test_estimate_delivery_success[partner-fargo-payload1]","
    Позитив: корзина с товаром, выбор способа доставки и расчёт стоимости для разных служб
    "
"passed","Tue Apr 14 00:51:41 UTC 2026","Tue Apr 14 00:51:42 UTC 2026","948","tests.one_c","test_cart_calculate_full_coverage","","","","test_packaging_missing_fields[price]",""
"skipped","Tue Apr 14 00:52:30 UTC 2026","Tue Apr 14 00:52:30 UTC 2026","871","tests.one_c","test_cart_calculate_full_coverage","","","","test_email_validation[billing_customer-]",""
"skipped","Tue Apr 14 00:52:35 UTC 2026","Tue Apr 14 00:52:36 UTC 2026","816","tests.one_c","test_cart_calculate_full_coverage","","","","test_address_fields[street-]",""
"passed","Tue Apr 14 01:18:58 UTC 2026","Tue Apr 14 01:18:59 UTC 2026","786","tests.tickets","test_02_get_ticket_by_id","","","","test_get_ticket_invalid_id[None]","Негативный тест: передан некорректный ID."
"passed","Tue Apr 14 01:04:27 UTC 2026","Tue Apr 14 01:04:28 UTC 2026","1019","tests.catalog","test_create_admin_product","","","","test_create_product_invalid_payload[payload5-422]",""
"skipped","Tue Apr 14 01:23:52 UTC 2026","Tue Apr 14 01:23:52 UTC 2026","0","tests.account","test_update","","","","test_update_account_positive[partner-payload0]","Позитивные тесты на обновление данных аккаунта"
"skipped","Tue Apr 14 01:19:19 UTC 2026","Tue Apr 14 01:19:19 UTC 2026","0","tests.admin_panel","test_accrue_gold_pro_gift","","","","test_accrue_gold_pro_gift_invalid_payload[payload1-400]",""
"skipped","Tue Apr 14 01:27:07 UTC 2026","Tue Apr 14 01:27:07 UTC 2026","0","tests.catalog","test_exclusive_preorder_products_list","","","","test_products_list_in_stock_overwritten_with_permission[partner]","
    Позитив:
      1) берём реальный exclusive item из /products/list
      2) ставим permission remaining_quantity=3
      3) снова /products/list
      4) жёстко проверяем: в слоте (stock_id=DEFAULT_STOCK_ID) in_stock == 3 (если поле есть)
         + is_visible==True (если поле есть)
    "
"failed","Tue Apr 14 01:26:00 UTC 2026","Tue Apr 14 01:26:00 UTC 2026","562","tests.admin_panel.sliders","test_51_get_sliders","","","","test_get_sliders_forbidden[client]","Негативный тест: получение списка слайдеров не админом"
"skipped","Tue Apr 14 01:19:08 UTC 2026","Tue Apr 14 01:19:08 UTC 2026","0","tests.PROJECT_EDUCATION.test_system","test_06_get_result","","","","test_get_result_invalid_id__400_or_404[-1]",""
"skipped","Tue Apr 14 00:58:33 UTC 2026","Tue Apr 14 00:58:33 UTC 2026","0","tests.stock","test_create_stock","","","","test_create_stock_with_empty_string_log_if_not_200[timezone.name]",""
"broken","Tue Apr 14 01:10:32 UTC 2026","Tue Apr 14 01:10:32 UTC 2026","0","tests.admin_panel.slides","test_61_upload_slides_images","","","","test_upload_slide_images_invalid_format[valid.webp-image/webp-204]",""
"passed","Tue Apr 14 01:10:09 UTC 2026","Tue Apr 14 01:10:10 UTC 2026","594","tests.statistic","test_team_go","","","","test_get_team_go_statistic_positive[payload1-admin]","Позитивный тест: получение статистики по команде с валидным телом запроса"
"broken","Tue Apr 14 01:17:38 UTC 2026","Tue Apr 14 01:17:38 UTC 2026","0","tests.admin_panel.promo","test_73_get_promotion_by_id","","","","test_get_promotion_by_id","Позитивный тест: получение акции по ID"
"passed","Tue Apr 14 01:21:44 UTC 2026","Tue Apr 14 01:21:44 UTC 2026","681","tests.delivery","test_geo_suggest","","","","test_geo_suggest_success_authorized_contract_and_business[client]",""
"skipped","Tue Apr 14 01:26:15 UTC 2026","Tue Apr 14 01:26:16 UTC 2026","584","tests.cart","test_15_cart_update_country","","","","test_update_country_invalid_payload[client-payload0]","Негатив: невалидный payload"
"passed","Tue Apr 14 01:01:02 UTC 2026","Tue Apr 14 01:01:06 UTC 2026","4437","tests.cart","test_01_user_locale","","","","test_update_user_locale_invalid_payload[partner-payload2]",""
"passed","Tue Apr 14 01:08:13 UTC 2026","Tue Apr 14 01:08:14 UTC 2026","767","tests.catalog","test_create_admin_product_translation","","","","test_create_admin_product_translation_invalid_payload[payload1-400]","Негативные проверки на создание перевода с некорректным payload."
"passed","Tue Apr 14 01:03:32 UTC 2026","Tue Apr 14 01:03:36 UTC 2026","3536","tests.cart","test_12_cart_estimate_delivery","","","","test_estimate_delivery_success[partner-haypost-payload6]","
    Позитив: корзина с товаром, выбор способа доставки и расчёт стоимости для разных служб
    "
"passed","Tue Apr 14 01:26:04 UTC 2026","Tue Apr 14 01:26:04 UTC 2026","556","tests.admin_panel.slides","test_56_get_slides","","","","test_get_slides_unauthorized","Негативный тест: получение слайдов без авторизации"
"passed","Tue Apr 14 01:24:33 UTC 2026","Tue Apr 14 01:24:39 UTC 2026","6214","tests.cart","test_07_cart_update_multi","","","","test_update_cart_items_multi_success[partner]","Позитив: массовое изменение позиций /cart/update_multi"
"passed","Tue Apr 14 01:14:05 UTC 2026","Tue Apr 14 01:14:06 UTC 2026","1196","tests.delivery","test_get_cdek_offices","","","","test_get_cdek_offices_success[86990-client]",""
"passed","Tue Apr 14 01:17:24 UTC 2026","Tue Apr 14 01:17:25 UTC 2026","768","tests.admin_panel","test_partner_accrual_details_main_bonus","","","","test_main_bonus_details_invalid_query_params[query5-expected_codes5]","
    Негатив: валидация query-параметров main-bonus
    "
"failed","Tue Apr 14 01:27:05 UTC 2026","Tue Apr 14 01:27:06 UTC 2026","573","tests.cart","test_25_cart_city_guessed_flag","","","","test_city_guessed_authorized_after_explicit_city_choice[partner]","
    Авторизованный пользователь явно выбирает город через /cart/save_city
    - выбор города сохраняется
    - далее is_city_guessed уже не может быть True
    "
"passed","Tue Apr 14 01:23:18 UTC 2026","Tue Apr 14 01:23:18 UTC 2026","556","tests.delivery","test_get_georgian_post_pickup_points","","","","test_get_georgian_post_pickup_points_success[1-admin]","Позитив: успешное получение списка ПВЗ грузинской почты по city_id."
"skipped","Tue Apr 14 01:23:52 UTC 2026","Tue Apr 14 01:23:52 UTC 2026","0","tests.account","test_list_csv","","","","test_get_account_list_csv_positive[client-payload0]","Позитивные тесты на выгрузку структуры партнеров в CSV"
"passed","Tue Apr 14 00:58:45 UTC 2026","Tue Apr 14 00:58:46 UTC 2026","963","tests.delivery","test_01_save_delivery_address","","","","test_save_address_positive_contract_and_cleanup[payload6-client]",""
"passed","Tue Apr 14 00:58:41 UTC 2026","Tue Apr 14 00:58:42 UTC 2026","955","tests.delivery","test_01_save_delivery_address","","","","test_save_address_positive_contract_and_cleanup[payload4-client]",""
"passed","Tue Apr 14 01:23:40 UTC 2026","Tue Apr 14 01:23:41 UTC 2026","809","tests.register","test_02_register_partner","","","","test_register_partner_negative[payload1-400]","Тест: негативные тесты для регистрации партнера вручную"
"broken","Tue Apr 14 01:16:20 UTC 2026","Tue Apr 14 01:16:20 UTC 2026","0","tests.orders","test_group_order_v2_create","","","","test_group_order_v2_multiple_active_orders_allowed[partner]","
    партнер может иметь несколько активных ГО одновременно
    "
"passed","Tue Apr 14 01:09:56 UTC 2026","Tue Apr 14 01:09:56 UTC 2026","583","tests.statistic","test_team_activations","","","","test_get_team_activation_statistic_positive[payload0-client]","Позитивный тест: получение статистики по активации команды с валидным телом запроса"
"passed","Tue Apr 14 01:11:56 UTC 2026","Tue Apr 14 01:11:57 UTC 2026","1598","tests.reviews","test_reviews_create_post","","","","test_reviews_create_allowed_for_authorized_users[authorize_partner]",""
"passed","Tue Apr 14 01:20:21 UTC 2026","Tue Apr 14 01:20:22 UTC 2026","544","tests.catalog","test_product_get_by_slug","","","","test_get_product_by_slug_invalid_slug_value[ -client]",""
"broken","Tue Apr 14 01:11:21 UTC 2026","Tue Apr 14 01:11:21 UTC 2026","0","tests.admin_panel.items","test_update_item","","","","test_update_item_invalid_payload[payload0-expected_code0]","Негативный тест: обновление item с невалидным или неполным телом запроса."
"broken","Tue Apr 14 01:10:35 UTC 2026","Tue Apr 14 01:10:35 UTC 2026","0","tests.admin_panel.categories","test_57_v2_update_category","","","","test_v2_update_category_invalid_payload[payload2-expected_code2]","Негативный тест: обновление категории с невалидным или неполным телом запроса."
"passed","Tue Apr 14 00:51:54 UTC 2026","Tue Apr 14 00:51:55 UTC 2026","578","tests.one_c","test_cart_calculate_full_coverage","","","","test_payment_invalid_types[shipping-5]",""
"skipped","Tue Apr 14 01:27:53 UTC 2026","Tue Apr 14 01:27:53 UTC 2026","0","tests.account","test_get_default_stock","","","","test_get_default_stock_positive[admin]","Позитивные тесты на получение дефолтного склада"
"passed","Tue Apr 14 00:55:34 UTC 2026","Tue Apr 14 00:55:36 UTC 2026","2077","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[partner-attachments1-ReceivingDefectiveProducts]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"skipped","Tue Apr 14 00:58:33 UTC 2026","Tue Apr 14 00:58:33 UTC 2026","0","tests.stock","test_create_stock","","","","test_create_stock_with_empty_string_log_if_not_200[is_yandex_delivery]",""
"skipped","Tue Apr 14 00:58:14 UTC 2026","Tue Apr 14 00:58:14 UTC 2026","0","tests.tickets","test_04_create_ticket","","","","test_create_ticket_invalid_title[partner-]","Негативный тест: создание тикета без заголовка"
"broken","Tue Apr 14 01:08:35 UTC 2026","Tue Apr 14 01:08:35 UTC 2026","0","tests.admin_panel.items","test_create_item_translation","","","","test_create_item_translation_success[ky]",""
"skipped","Tue Apr 14 00:58:19 UTC 2026","Tue Apr 14 00:58:19 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter0-sort0-search1-pagination0-client]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"skipped","Tue Apr 14 00:58:19 UTC 2026","Tue Apr 14 00:58:19 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter1-sort1-search0-pagination0-admin]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Tue Apr 14 01:19:59 UTC 2026","Tue Apr 14 01:20:00 UTC 2026","795","tests.admin_panel.promo","test_78_delete_promotion_item","","","","test_delete_promotion_item_invalid_id[1.5-1.5]","Негативный тест: удаление элемента акции с невалидным ID продукта."
"failed","Tue Apr 14 01:27:16 UTC 2026","Tue Apr 14 01:27:17 UTC 2026","1281","tests.catalog","test_get_items_list","","","","test_get_items_list_success[admin]","
    Позитивный тест: успешное получение списка атомарных товаров
    "
"passed","Tue Apr 14 01:05:20 UTC 2026","Tue Apr 14 01:05:21 UTC 2026","768","tests.cart","test_20_cart_recommended_products","","","","test_cart_recommended_products_invalid_cart_cookie_no_500[abc-client]","
    невалидный cart_id в cookie
    "
"passed","Tue Apr 14 00:56:38 UTC 2026","Tue Apr 14 00:56:39 UTC 2026","1098","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[admin-attachments0-ReceivingDefectiveProducts]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Tue Apr 14 01:15:42 UTC 2026","Tue Apr 14 01:15:43 UTC 2026","798","tests.admin_panel.minions","test_admin_add_lo","","","","test_post_admin_add_lo_negative_missing_required_fields[payload0]","
    Негативные сценарии: отсутствуют обязательные поля.
    "
"passed","Tue Apr 14 01:22:59 UTC 2026","Tue Apr 14 01:22:59 UTC 2026","570","tests.catalog","test_get_items_list_all","","","","test_get_items_list_all_wrong_method[post]",""
"skipped","Tue Apr 14 01:23:52 UTC 2026","Tue Apr 14 01:23:52 UTC 2026","0","tests.account","test_history","","","","test_get_history_positive[partner-payload0]","Позитивные тесты на получение истории аккаунта"
"passed","Tue Apr 14 01:08:27 UTC 2026","Tue Apr 14 01:08:27 UTC 2026","559","tests.delivery","test_self_pickup_offices","","","","test_self_pickup_offices_invalid_params[admin-params0]","
    Негатив: невалидные параметры  = 400
    "
"skipped","Tue Apr 14 01:04:58 UTC 2026","Tue Apr 14 01:04:58 UTC 2026","0","tests.PROJECT_EDUCATION.orders","test_post_orders","","","","test_post_orders_free_course__business_rule_error_if_enforced","
    Негатив: бесплатный курс (price=0) - заказ не нужен
    "
"broken","Tue Apr 14 01:04:20 UTC 2026","Tue Apr 14 01:04:20 UTC 2026","0","tests.admin_panel.slides","test_59_update_slide","","","","test_update_slide_invalid_id[abc]","Негативный тест: несуществующий или некорректный ID"
"skipped","Tue Apr 14 00:58:19 UTC 2026","Tue Apr 14 00:58:19 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter2-sort1-search1-pagination1-partner]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Tue Apr 14 01:16:18 UTC 2026","Tue Apr 14 01:16:18 UTC 2026","563","tests.one_c","test_stock_delivery_methods","","","","test_1c_stock_delivery_methods_bad_request_for_unknown_stock",""
"broken","Tue Apr 14 01:19:33 UTC 2026","Tue Apr 14 01:19:33 UTC 2026","0","tests.tickets","test_12_delete_message","","","","test_delete_ticket_message_admin_other_client[client]","Негативный тест: админ пытается удалить сообщение клиента/партнёра"
"passed","Tue Apr 14 01:02:56 UTC 2026","Tue Apr 14 01:03:00 UTC 2026","4407","tests.cart","test_12_cart_estimate_delivery","","","","test_estimate_delivery_success[client-dpd_pickup-payload11]","
    Позитив: корзина с товаром, выбор способа доставки и расчёт стоимости для разных служб
    "
"skipped","Tue Apr 14 01:28:38 UTC 2026","Tue Apr 14 01:28:38 UTC 2026","0","tests.sockets","test_schema_contracts","","","","test_create_schema_contract_and_echo[client]","
    Контракт /support-chat/create
    "
"broken","Tue Apr 14 01:10:38 UTC 2026","Tue Apr 14 01:10:38 UTC 2026","0","tests.admin_panel.items","test_create_item","","","","test_create_item_invalid_payload[payload4-expected_code4]","
    Негативный тест: создание варианта с невалидным телом запроса.
    Если сервер внезапно вернул успех — удаляем созданный item из БД.
    "
"skipped","Tue Apr 14 01:23:52 UTC 2026","Tue Apr 14 01:23:52 UTC 2026","0","tests.account","test_funds_transfer_send","","","","test_send_funds_transfer_positive[admin-payload0]","Позитивные тесты на перевод/вывод средств по visibleId"
"broken","Tue Apr 14 01:04:56 UTC 2026","Tue Apr 14 01:04:56 UTC 2026","0","tests.one_c","test_free_delivery_to_regions_and_cities","","","","test_1c_free_delivery_cities_only_does_not_touch_regions",""
"passed","Tue Apr 14 01:15:02 UTC 2026","Tue Apr 14 01:15:03 UTC 2026","800","tests.reviews","test_reviews_list_post","","","","test_reviews_list_invalid_period_filter_returns_client_error[a/b]",""
"skipped","Tue Apr 14 01:18:04 UTC 2026","Tue Apr 14 01:18:05 UTC 2026","586","tests.cart","test_14_cart_update_personal_data","","","","test_update_personal_data_invalid_payload[client-payload0]","
    Негатив: отсутствующие обязательные поля или невалидные значения
    "
"broken","Tue Apr 14 01:21:40 UTC 2026","Tue Apr 14 01:21:40 UTC 2026","0","tests.catalog","test_delete_admin_product_translation","","","","test_delete_admin_product_translation_forbidden[partner]","Удаление перевода не-админом — должно вернуть 403."
"broken","Tue Apr 14 01:05:06 UTC 2026","Tue Apr 14 01:05:06 UTC 2026","0","tests.admin_panel.sliders","test_54_update_slider","","","","test_update_slider_invalid_payload[payload4-expected_code4]","Негативный тест: обновление слайдера с невалидным или неполным телом запроса."
